"No.","Time","Source","Destination","Protocol","Length","Info"
"513","2.752995","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=170253 Ack=1 Win=131072 Len=536 TSval=4753 TSecr=4683"
"514","2.753059","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=170789 Ack=1 Win=131072 Len=212 TSval=4753 TSecr=4683"
"517","2.823591","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=171001 Ack=1 Win=131072 Len=536 TSval=4825 TSecr=4755"
"518","2.823775","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=171537 Ack=1 Win=131072 Len=536 TSval=4825 TSecr=4755"
"520","2.823958","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=172073 Ack=1 Win=131072 Len=536 TSval=4825 TSecr=4755"
"521","2.824141","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=172609 Ack=1 Win=131072 Len=536 TSval=4825 TSecr=4755"
"522","2.824336","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=173145 Ack=1 Win=131072 Len=536 TSval=4825 TSecr=4755"
"524","2.824529","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=173681 Ack=1 Win=131072 Len=536 TSval=4825 TSecr=4755"
"525","2.824711","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=174217 Ack=1 Win=131072 Len=536 TSval=4825 TSecr=4755"
"527","2.824905","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=174753 Ack=1 Win=131072 Len=536 TSval=4825 TSecr=4755"
"528","2.824970","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=175289 Ack=1 Win=131072 Len=212 TSval=4825 TSecr=4755"
"531","2.895591","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=175501 Ack=1 Win=131072 Len=536 TSval=4897 TSecr=4827"
"532","2.895788","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=176037 Ack=1 Win=131072 Len=536 TSval=4897 TSecr=4827"
"533","2.895971","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=176573 Ack=1 Win=131072 Len=536 TSval=4897 TSecr=4827"
"535","2.896157","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=177109 Ack=1 Win=131072 Len=536 TSval=4897 TSecr=4827"
"536","2.896356","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=177645 Ack=1 Win=131072 Len=536 TSval=4897 TSecr=4827"
"537","2.896550","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=178181 Ack=1 Win=131072 Len=536 TSval=4897 TSecr=4827"
"539","2.896734","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=178717 Ack=1 Win=131072 Len=536 TSval=4897 TSecr=4827"
"540","2.896935","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=179253 Ack=1 Win=131072 Len=536 TSval=4897 TSecr=4827"
"541","2.896999","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=179789 Ack=1 Win=131072 Len=212 TSval=4897 TSecr=4827"
"544","2.967591","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=180001 Ack=1 Win=131072 Len=536 TSval=4969 TSecr=4899"
"545","2.967774","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=180537 Ack=1 Win=131072 Len=536 TSval=4969 TSecr=4899"
"547","2.967967","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=181073 Ack=1 Win=131072 Len=536 TSval=4969 TSecr=4899"
"548","2.968257","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=181609 Ack=1 Win=131072 Len=536 TSval=4969 TSecr=4899"
"550","2.968439","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=182145 Ack=1 Win=131072 Len=536 TSval=4969 TSecr=4899"
"551","2.968626","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=182681 Ack=1 Win=131072 Len=536 TSval=4969 TSecr=4899"
"552","2.968850","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=183217 Ack=1 Win=131072 Len=536 TSval=4969 TSecr=4899"
"554","2.969034","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=183753 Ack=1 Win=131072 Len=536 TSval=4969 TSecr=4899"
"555","2.969108","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=184289 Ack=1 Win=131072 Len=212 TSval=4969 TSecr=4899"
"558","2.997906","10.0.3.1","192.138.1.1","TCP","58","49153  >  7777 [SYN] Seq=0 Win=65535 Len=0 TSval=5000 TSecr=0 WS=4 SACK_PERM=1"
"560","3.006184","10.0.3.1","192.138.1.1","TCP","54","49153  >  7777 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=5008 TSecr=5001"
"561","3.039593","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=184501 Ack=1 Win=131072 Len=536 TSval=5041 TSecr=4971"
"562","3.039775","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=185037 Ack=1 Win=131072 Len=536 TSval=5041 TSecr=4971"
"563","3.039973","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=185573 Ack=1 Win=131072 Len=536 TSval=5041 TSecr=4971"
"564","3.040178","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=186109 Ack=1 Win=131072 Len=536 TSval=5041 TSecr=4971"
"565","3.040373","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=186645 Ack=1 Win=131072 Len=536 TSval=5041 TSecr=4971"
"566","3.040554","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=187181 Ack=1 Win=131072 Len=536 TSval=5041 TSecr=4971"
"567","3.040738","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=187717 Ack=1 Win=131072 Len=536 TSval=5041 TSecr=4971"
"568","3.040929","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=188253 Ack=1 Win=131072 Len=536 TSval=5041 TSecr=4971"
"569","3.041034","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=188789 Ack=1 Win=131072 Len=212 TSval=5041 TSecr=4971"
"574","3.046345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=1 Ack=1 Win=131072 Len=536 TSval=5048 TSecr=5001"
"575","3.046404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=537 Ack=1 Win=131072 Len=536 TSval=5048 TSecr=5001"
"576","3.046463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=1073 Ack=1 Win=131072 Len=536 TSval=5048 TSecr=5001"
"577","3.046522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=1609 Ack=1 Win=131072 Len=536 TSval=5048 TSecr=5001"
"578","3.046581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=2145 Ack=1 Win=131072 Len=356 TSval=5048 TSecr=5001"
"582","3.086345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=2501 Ack=1 Win=131072 Len=536 TSval=5088 TSecr=5049"
"583","3.086404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=3037 Ack=1 Win=131072 Len=536 TSval=5088 TSecr=5049"
"584","3.086463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=3573 Ack=1 Win=131072 Len=536 TSval=5088 TSecr=5049"
"585","3.086522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=4109 Ack=1 Win=131072 Len=536 TSval=5088 TSecr=5049"
"586","3.086581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=4645 Ack=1 Win=131072 Len=356 TSval=5088 TSecr=5049"
"589","3.111593","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=189001 Ack=1 Win=131072 Len=536 TSval=5113 TSecr=5043"
"590","3.111781","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=189537 Ack=1 Win=131072 Len=536 TSval=5113 TSecr=5043"
"592","3.111963","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=190073 Ack=1 Win=131072 Len=536 TSval=5113 TSecr=5043"
"593","3.112148","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=190609 Ack=1 Win=131072 Len=536 TSval=5113 TSecr=5043"
"595","3.112371","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=191145 Ack=1 Win=131072 Len=536 TSval=5113 TSecr=5043"
"596","3.112553","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=191681 Ack=1 Win=131072 Len=536 TSval=5113 TSecr=5043"
"597","3.112735","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=192217 Ack=1 Win=131072 Len=536 TSval=5113 TSecr=5043"
"599","3.112941","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=192753 Ack=1 Win=131072 Len=536 TSval=5113 TSecr=5043"
"600","3.113020","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=193289 Ack=1 Win=131072 Len=212 TSval=5113 TSecr=5043"
"603","3.126345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=5001 Ack=1 Win=131072 Len=536 TSval=5128 TSecr=5089"
"604","3.126404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=5537 Ack=1 Win=131072 Len=536 TSval=5128 TSecr=5089"
"605","3.126463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=6073 Ack=1 Win=131072 Len=536 TSval=5128 TSecr=5089"
"606","3.126522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=6609 Ack=1 Win=131072 Len=536 TSval=5128 TSecr=5089"
"607","3.126581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=7145 Ack=1 Win=131072 Len=356 TSval=5128 TSecr=5089"
"611","3.166345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=7501 Ack=1 Win=131072 Len=536 TSval=5168 TSecr=5129"
"612","3.166404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=8037 Ack=1 Win=131072 Len=536 TSval=5168 TSecr=5129"
"613","3.166463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=8573 Ack=1 Win=131072 Len=536 TSval=5168 TSecr=5129"
"614","3.166522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=9109 Ack=1 Win=131072 Len=536 TSval=5168 TSecr=5129"
"615","3.166581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=9645 Ack=1 Win=131072 Len=356 TSval=5168 TSecr=5129"
"618","3.183593","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=193501 Ack=1 Win=131072 Len=536 TSval=5185 TSecr=5115"
"619","3.183776","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=194037 Ack=1 Win=131072 Len=536 TSval=5185 TSecr=5115"
"620","3.183962","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=194573 Ack=1 Win=131072 Len=536 TSval=5185 TSecr=5115"
"622","3.184156","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=195109 Ack=1 Win=131072 Len=536 TSval=5185 TSecr=5115"
"623","3.184350","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=195645 Ack=1 Win=131072 Len=536 TSval=5185 TSecr=5115"
"624","3.184582","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=196181 Ack=1 Win=131072 Len=536 TSval=5185 TSecr=5115"
"625","3.184775","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=196717 Ack=1 Win=131072 Len=536 TSval=5185 TSecr=5115"
"626","3.184958","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=197253 Ack=1 Win=131072 Len=536 TSval=5185 TSecr=5115"
"627","3.185036","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=197789 Ack=1 Win=131072 Len=212 TSval=5185 TSecr=5115"
"631","3.206345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=10001 Ack=1 Win=131072 Len=536 TSval=5208 TSecr=5169"
"632","3.206404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=10537 Ack=1 Win=131072 Len=536 TSval=5208 TSecr=5169"
"633","3.206463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=11073 Ack=1 Win=131072 Len=536 TSval=5208 TSecr=5169"
"634","3.206522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=11609 Ack=1 Win=131072 Len=536 TSval=5208 TSecr=5169"
"635","3.206581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=12145 Ack=1 Win=131072 Len=356 TSval=5208 TSecr=5169"
"639","3.246345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=12501 Ack=1 Win=131072 Len=536 TSval=5248 TSecr=5209"
"640","3.246404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=13037 Ack=1 Win=131072 Len=536 TSval=5248 TSecr=5209"
"641","3.246463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=13573 Ack=1 Win=131072 Len=536 TSval=5248 TSecr=5209"
"642","3.246522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=14109 Ack=1 Win=131072 Len=536 TSval=5248 TSecr=5209"
"643","3.246581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=14645 Ack=1 Win=131072 Len=356 TSval=5248 TSecr=5209"
"646","3.255593","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=198001 Ack=1 Win=131072 Len=536 TSval=5257 TSecr=5187"
"647","3.255792","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=198537 Ack=1 Win=131072 Len=536 TSval=5257 TSecr=5187"
"649","3.255994","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=199073 Ack=1 Win=131072 Len=536 TSval=5257 TSecr=5187"
"650","3.256294","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=199609 Ack=1 Win=131072 Len=536 TSval=5257 TSecr=5187"
"652","3.256479","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=200145 Ack=1 Win=131072 Len=536 TSval=5257 TSecr=5187"
"653","3.256663","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=200681 Ack=1 Win=131072 Len=536 TSval=5257 TSecr=5187"
"655","3.256856","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=201217 Ack=1 Win=131072 Len=536 TSval=5257 TSecr=5187"
"656","3.257039","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=201753 Ack=1 Win=131072 Len=536 TSval=5257 TSecr=5187"
"657","3.257106","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=202289 Ack=1 Win=131072 Len=212 TSval=5257 TSecr=5187"
"660","3.286345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=15001 Ack=1 Win=131072 Len=536 TSval=5288 TSecr=5249"
"661","3.286404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=15537 Ack=1 Win=131072 Len=536 TSval=5288 TSecr=5249"
"662","3.286463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=16073 Ack=1 Win=131072 Len=536 TSval=5288 TSecr=5249"
"663","3.286522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=16609 Ack=1 Win=131072 Len=536 TSval=5288 TSecr=5249"
"664","3.286581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=17145 Ack=1 Win=131072 Len=356 TSval=5288 TSecr=5249"
"668","3.326345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=17501 Ack=1 Win=131072 Len=536 TSval=5328 TSecr=5289"
"669","3.326404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=18037 Ack=1 Win=131072 Len=536 TSval=5328 TSecr=5289"
"670","3.326463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=18573 Ack=1 Win=131072 Len=536 TSval=5328 TSecr=5289"
"671","3.326522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=19109 Ack=1 Win=131072 Len=536 TSval=5328 TSecr=5289"
"672","3.326581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=19645 Ack=1 Win=131072 Len=356 TSval=5328 TSecr=5289"
"675","3.327593","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=202501 Ack=1 Win=131072 Len=536 TSval=5329 TSecr=5259"
"676","3.327789","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=203037 Ack=1 Win=131072 Len=536 TSval=5329 TSecr=5259"
"677","3.327979","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=203573 Ack=1 Win=131072 Len=536 TSval=5329 TSecr=5259"
"678","3.328162","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=204109 Ack=1 Win=131072 Len=536 TSval=5329 TSecr=5259"
"680","3.328345","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=204645 Ack=1 Win=131072 Len=536 TSval=5329 TSecr=5259"
"681","3.328552","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=205181 Ack=1 Win=131072 Len=536 TSval=5329 TSecr=5259"
"683","3.329004","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=205717 Ack=1 Win=131072 Len=536 TSval=5329 TSecr=5259"
"685","3.329236","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=206253 Ack=1 Win=131072 Len=536 TSval=5329 TSecr=5259"
"686","3.329299","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=206789 Ack=1 Win=131072 Len=212 TSval=5329 TSecr=5259"
"688","3.366345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=20001 Ack=1 Win=131072 Len=536 TSval=5368 TSecr=5329"
"689","3.366404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=20537 Ack=1 Win=131072 Len=536 TSval=5368 TSecr=5329"
"690","3.366463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=21073 Ack=1 Win=131072 Len=536 TSval=5368 TSecr=5329"
"691","3.366522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=21609 Ack=1 Win=131072 Len=536 TSval=5368 TSecr=5329"
"692","3.366581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=22145 Ack=1 Win=131072 Len=356 TSval=5368 TSecr=5329"
"696","3.399593","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=207001 Ack=1 Win=131072 Len=536 TSval=5401 TSecr=5331"
"697","3.399775","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=207537 Ack=1 Win=131072 Len=536 TSval=5401 TSecr=5331"
"699","3.399967","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=208073 Ack=1 Win=131072 Len=536 TSval=5401 TSecr=5331"
"700","3.400248","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=208609 Ack=1 Win=131072 Len=536 TSval=5401 TSecr=5331"
"702","3.400457","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=209145 Ack=1 Win=131072 Len=536 TSval=5401 TSecr=5331"
"703","3.400639","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=209681 Ack=1 Win=131072 Len=536 TSval=5401 TSecr=5331"
"705","3.400841","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=210217 Ack=1 Win=131072 Len=536 TSval=5401 TSecr=5331"
"706","3.401026","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=210753 Ack=1 Win=131072 Len=536 TSval=5401 TSecr=5331"
"707","3.401111","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=211289 Ack=1 Win=131072 Len=212 TSval=5401 TSecr=5331"
"710","3.406345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=22501 Ack=1 Win=131072 Len=536 TSval=5408 TSecr=5369"
"711","3.406404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=23037 Ack=1 Win=131072 Len=536 TSval=5408 TSecr=5369"
"712","3.406463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=23573 Ack=1 Win=131072 Len=536 TSval=5408 TSecr=5369"
"713","3.406522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=24109 Ack=1 Win=131072 Len=536 TSval=5408 TSecr=5369"
"714","3.406581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=24645 Ack=1 Win=131072 Len=356 TSval=5408 TSecr=5369"
"717","3.446345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=25001 Ack=1 Win=131072 Len=536 TSval=5448 TSecr=5409"
"718","3.446404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=25537 Ack=1 Win=131072 Len=536 TSval=5448 TSecr=5409"
"719","3.446463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=26073 Ack=1 Win=131072 Len=536 TSval=5448 TSecr=5409"
"720","3.446522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=26609 Ack=1 Win=131072 Len=536 TSval=5448 TSecr=5409"
"721","3.446581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=27145 Ack=1 Win=131072 Len=356 TSval=5448 TSecr=5409"
"725","3.471593","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=211501 Ack=1 Win=131072 Len=536 TSval=5473 TSecr=5403"
"726","3.471788","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=212037 Ack=1 Win=131072 Len=536 TSval=5473 TSecr=5403"
"727","3.471996","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=212573 Ack=1 Win=131072 Len=536 TSval=5473 TSecr=5403"
"728","3.472190","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=213109 Ack=1 Win=131072 Len=536 TSval=5473 TSecr=5403"
"729","3.472382","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=213645 Ack=1 Win=131072 Len=536 TSval=5473 TSecr=5403"
"730","3.472578","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=214181 Ack=1 Win=131072 Len=536 TSval=5473 TSecr=5403"
"731","3.472760","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=214717 Ack=1 Win=131072 Len=536 TSval=5473 TSecr=5403"
"732","3.472947","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=215253 Ack=1 Win=131072 Len=536 TSval=5473 TSecr=5403"
"733","3.473030","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=215789 Ack=1 Win=131072 Len=212 TSval=5473 TSecr=5403"
"738","3.486345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=27501 Ack=1 Win=131072 Len=536 TSval=5488 TSecr=5449"
"739","3.486404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=28037 Ack=1 Win=131072 Len=536 TSval=5488 TSecr=5449"
"740","3.486463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=28573 Ack=1 Win=131072 Len=536 TSval=5488 TSecr=5449"
"741","3.486522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=29109 Ack=1 Win=131072 Len=536 TSval=5488 TSecr=5449"
"742","3.486581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=29645 Ack=1 Win=131072 Len=356 TSval=5488 TSecr=5449"
"745","3.526345","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=30001 Ack=1 Win=131072 Len=536 TSval=5528 TSecr=5489"
"746","3.526404","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=30537 Ack=1 Win=131072 Len=536 TSval=5528 TSecr=5489"
"747","3.526463","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=31073 Ack=1 Win=131072 Len=536 TSval=5528 TSecr=5489"
"748","3.526522","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=31609 Ack=1 Win=131072 Len=536 TSval=5528 TSecr=5489"
"749","3.526581","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=32145 Ack=1 Win=131072 Len=356 TSval=5528 TSecr=5489"
"753","3.543593","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=216001 Ack=1 Win=131072 Len=536 TSval=5545 TSecr=5475"
"754","3.543790","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=216537 Ack=1 Win=131072 Len=536 TSval=5545 TSecr=5475"
"756","3.543987","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=217073 Ack=1 Win=131072 Len=536 TSval=5545 TSecr=5475"
"757","3.544218","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=217609 Ack=1 Win=131072 Len=536 TSval=5545 TSecr=5475"
"758","3.544422","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=218145 Ack=1 Win=131072 Len=536 TSval=5545 TSecr=5475"
"759","3.544617","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=218681 Ack=1 Win=131072 Len=536 TSval=5545 TSecr=5475"
"760","3.544804","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=219217 Ack=1 Win=131072 Len=536 TSval=5545 TSecr=5475"
"761","3.544987","192.138.2.3","192.138.1.3","TCP","590","49153  >  2400 [ACK] Seq=219753 Ack=1 Win=131072 Len=536 TSval=5545 TSecr=5475"
"762","3.545060","192.138.2.3","192.138.1.3","TCP","266","49153  >  2400 [ACK] Seq=220289 Ack=1 Win=131072 Len=212 TSval=5545 TSecr=5475"
